DOID,Old,New
 DOID:4758,['name: peripheral anterior synechiae'],['name: obsolete peripheral anterior synechiae']
 DOID:11525,['name: Iris and ciliary body vascular disorder'],['name: obsolete Iris and ciliary body vascular disorder']
 DOID:11172,['name: anal condylomata acuminata'],['name: obsolete anal condylomata acuminata']
 DOID:5888,['name: congenital cystic kidney disease'],['name: obsolete congenital cystic kidney disease']
 DOID:0060669,"['def: ""A vascular anomaly of the central nervous system characterized by dilated blood-filled capillaries lacking structural support."" [url:http\\://hmg.oxfordjournals.org/content/18/5/919.long, url:https\\://ghr.nlm.nih.gov/condition/cerebral-cavernous-malformation]', 'synonym: ""CCM"" EXACT []', 'is_a: DOID:501 ! central nervous system hemangioma']","['def: ""A cerebrovascular disease that is characterized by dilated blood-filled capillaries lacking structural support."" [url:http\\://hmg.oxfordjournals.org/content/18/5/919.long, url:https\\://ghr.nlm.nih.gov/condition/cerebral-cavernous-malformation]', 'is_a: DOID:6713 ! cerebrovascular disease']"
 DOID:7074,['name: choroidal hemorrhage and rupture'],['name: obsolete choroidal hemorrhage and rupture']
 DOID:8401,['name: malignant hemangiopericytoma nonmetastatic'],['name: obsolete malignant hemangiopericytoma nonmetastatic']
 DOID:0050823, ,"['def: ""An atrioventricular block that is characterized by bradycardia, hypotension, hemodynamic instability and complete dissociation between P waves and QRS complexes on electrocardiogram caused when conduction fails to propagate from atria to ventricles."" [url:https\\://en.wikipedia.org/wiki/Third-degree_atrioventricular_block]']"
 DOID:3718,['name: Arterivirus infectious disease'],['name: obsolete Arterivirus infectious disease']
 DOID:1486,['name: secondary syphilitic chorioretinitis'],['name: obsolete secondary syphilitic chorioretinitis']
 DOID:0050942, ,"['def: ""A spastic ataxia that is characterized by cerebellar ataxia, spasticity, hyperreflexia, urinary urgency and dysarthria, has_material_basis_in  homozygous or compound heterozygous complex genomic rearrangements involving the MARS2 gene on chromosome 2q33."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/22448145, url:https\\://www.omim.org/entry/611390]']"
 DOID:10305,['name: Mumps virus orchitis'],['name: obsolete Mumps virus orchitis']
 DOID:7754,['name: Chondroid hamartoma of lung'],['name: obsolete Chondroid hamartoma of lung']
 DOID:0050100,['name: Microsporum distortum tinea capitis'],['name: obsolete Microsporum distortum tinea capitis']
 DOID:849,"['name: rheumatoid lung disease', 'is_a: DOID:850 ! lung disease', 'is_a: DOID:417 ! autoimmune hypersensitivity disease']","['is_a: DOID:3082 ! interstitial lung disease', 'name: rheumatoid arthritis interstitial lung disease', 'def: ""An interstitial lung disease that is characterized by the development of pleuroparenchymal disease secondary to rheumatoid arthritis, including pleural effusions, pleural fibrosis, pulmonary vascular disease, and airway complications."" [url:https\\://www.ncbi.nlm.nih.gov/pmc/articles/PMC2647595/, url:https\\://www.ncbi.nlm.nih.gov/pubmed/29119259]']"
 DOID:10958,['name: Salmonella arizonae intestinal infectious disease'],['name: obsolete Salmonella arizonae intestinal infectious disease']
 DOID:0050173,['name: inkoo encephalitis'],['name: obsolete inkoo encephalitis']
 DOID:12210,['name: Wuchereria bancrofti filariasis'],['name: obsolete Wuchereria bancrofti filariasis']
 DOID:11441,['name: macrodactylia of toes'],['name: obsolete macrodactylia of toes']
 DOID:5382,['is_a: DOID:657 ! adenoma'], 
 DOID:0050542,"['synonym: ""COWCK"" EXACT []', 'synonym: ""Cowchock syndrome"" EXACT []']", 
 DOID:10535,['name: coxsackie myocarditis'],['name: obsolete coxsackie myocarditis']
 DOID:11421,['name: acquired cavovarus foot deformity'],['name: obsolete acquired cavovarus foot deformity']
 DOID:10240,['name: malignant neoplasm of pelvis'],['name: obsolete malignant neoplasm of pelvis']
 DOID:8542,"[""name: Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb""]","[""name: obsolete Hodgkin's lymphoma, lymphocytic-histiocytic predominance involving lymph nodes of axilla and upper limb""]"
 DOID:0050755, ,"['def: ""An autosomal recessive cerebellar ataxia that is characterized by the onset of ataxia between age three and thirty including axonal sensorimotor neuropathy, oculomotor apraxia, cerebellar atrophy and elevated alpha-fetoprotein, has_material_basis_in homozygous or compound heterozygous mutation in the SETX gene on chromosome 9q34."" [url:https\\://www.ncbi.nlm.nih.gov/books/NBK1154/]']"
 DOID:4841,['name: malignant tumor of epidermal appendage'],['name: obsolete malignant tumor of epidermal appendage']
 DOID:13342,['name: Toxoplasma pneumonia'],['name: obsolete Toxoplasma pneumonia']
 DOID:0050106,['name: Trichophyton soudanense tinea capitis'],['name: obsolete Trichophyton soudanense tinea capitis']
 DOID:0050852, ,"['def: ""An ischemia that is characterized by low blood supply to tissues in the limb due to interruption in the arterial blood supply."" [url:https\\://en.wikipedia.org/wiki/Ischemia]']"
 DOID:0050351,['name: primary Clostridium infectious disease'],['name: obsolete primary Clostridium infectious disease']
 DOID:13202,['name: secondary syphilitic iridocyclitis'],['name: obsolete secondary syphilitic iridocyclitis']
 DOID:0050270, ,['is_a: DOID:403 ! mouth disease']
 DOID:4025,"['name: steatitis', 'is_a: DOID:5113 ! nutritional deficiency disease']","['comment: non-human, term inherited from mesh, obsoleting:LS', 'is_obsolete: true', 'name: obsolete steatitis']"
 DOID:0060171,"['name: Dravet syndrome', 'synonym: ""SMEI"" EXACT []', 'is_a: DOID:0050703 ! infancy electroclinical syndrome', 'xref: OMIM:607208', 'def: ""An epilepsy that is characterized by frequent febrile seizures with onset before 1 year."" [url:http\\://dravet.org/about-dravet/smei, url:http\\://www.ninds.nih.gov/disorders/dravet_syndrome/dravet_syndrome.htm]', 'synonym: ""severe myoclonic epilepsy in infancy"" EXACT []', 'xref: GARD:10430']","['is_obsolete: true', 'name: obsolete Dravet syndrome']"
 DOID:0050799, ,"['def: ""A cerebral creatine deficiency syndrome that is characterized by severe intellectual disability, seizures, speech problems and involuntary movements, has_material_basis_in homozygous or compound heterozygous mutation in the GAMT gene on chromosome 19p13."" [url:https\\://rarediseases.info.nih.gov/diseases/2578/guanidinoacetate-methyltransferase-deficiency]']"
 DOID:3140, ,"['def: ""A skin disease that is characterized by induration of the skin, especially of the neck and upper trunk, has_symptom skin hardening or stiffening, and is associated with infections (especially streptococcal), hematologic malignancies, diabetes, and adverse drug reactions."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/30128796]']"
 DOID:4465,"['def: ""A renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors."" [url:http\\://cancergenome.nih.gov/cancersselected/kidneypapillary, url:http\\://www.omim.org/entry/605074, URL:http\\://www.omnimedicalsearch.com/conditions-disease/renal-cell-carcinoma-overview-types.html]', 'xref: URL:http\\://www.omnimedicalsearch.com/conditions-disease/renal-cell-carcinoma-overview-types.html']","['def: ""A renal cell carcinoma that is characterized by the development of multiple, bilateral papillary renal tumors."" [url:http\\://cancergenome.nih.gov/cancersselected/kidneypapillary, url:http\\://www.omim.org/entry/605074]']"
 DOID:8992,"[""name: Hodgkin's granuloma involving lymph nodes of inguinal region and lower limb""]","[""name: obsolete Hodgkin's granuloma involving lymph nodes of inguinal region and lower limb""]"
 DOID:10472,['name: candidal pneumonia'],['name: obsolete candidal pneumonia']
 DOID:12311,['is_a: DOID:11547 ! corneal deposit'], 
 DOID:0050423,['name: enteroaggregative Escherichia coli infectious disease'],['name: obsolete enteroaggregative Escherichia coli infectious disease']
 DOID:12058,['name: Fetal-maternal hemorrhage affecting management of mother'],['name: obsolete Fetal-maternal hemorrhage affecting management of mother']
 DOID:4742,['name: mixed embryonal carcinoma and teratoma of the testis'],['name: obsolete mixed embryonal carcinoma and teratoma of the testis']
 DOID:13648,['name: paranoid state'],['name: obsolete paranoid state']
 DOID:6681,['name: diffuse leiomyomatosis syndrome'],['name: obsolete diffuse leiomyomatosis syndrome']
 DOID:14467,['name: drug-induced persisting amnestic disease'],['name: obsolete drug-induced persisting amnestic disease']
 DOID:0050765, ,"['def: ""A neurodegenerative disease that is characterized by acanthocytosis, chorea, progressive cognitive impairment, muscle weakness and seizures, has_material_basis_in homozygous or compound heterozygous mutation in the VPS13A gene, which encodes chorein, on chromosome 9q21."" [url:http\\://www.omim.org/entry/200150, url:https\\://rarediseases.org/rare-diseases/neuroacanthocytosis/]']"
 DOID:0070265,"['def: ""A congenital disorder of glycosylation type II that has_material_basis_in an X-linked dominant mutation of SLC35A2 on chromosome Xp11.23."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/23561849]', 'synonym: ""CDG syndrome type IIm"" EXACT []', 'synonym: ""CDGIIm"" EXACT []', 'synonym: ""EIEE22"" EXACT []', 'synonym: ""CDG2M"" EXACT []', 'synonym: ""CDG IIm"" EXACT []']","['synonym: ""congenital disorder of glycosylation type 2m"" EXACT []', 'alt_id: DOID:0080469', 'def: ""A congenital disorder of glycosylation type II that is characterized by infantile onset seizures, hypsarrhythmia, hypotonia, and severe intellectual disability with lack of speech and that has_material_basis_in X-linked dominant inheritance of hemizygous or heterozygous mutation in the SLC35A2 gene on chromosome Xp11.23."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/23561849]']"
 DOID:9121,"[""name: Hodgkin's lymphoma, mixed cellularity, extranodal and solid organ sites""]","[""name: obsolete Hodgkin's lymphoma, mixed cellularity, extranodal and solid organ sites""]"
 DOID:0080013,['name: mitochondrial disease'],['name: obsolete mitochondrial disease']
 DOID:3680,"['name: malignant neoplasm of lip, oral cavity and pharynx']","['name: obsolete malignant neoplasm of lip, oral cavity and pharynx']"
 DOID:3856, ,['is_a: DOID:48 ! male reproductive system disease']
 DOID:982,['name: disorganized type schizophrenia subchronic state with acute exacerbation'],['name: obsolete disorganized type schizophrenia subchronic state with acute exacerbation']
 DOID:4336, ,['is_a: DOID:37 ! skin disease']
 DOID:2218,['is_a: DOID:2213 ! hemorrhagic disease'],['is_a: DOID:1247 ! blood coagulation disease']
 DOID:0050090,['name: rhinocerebral mucormycosis'],['name: obsolete rhinocerebral mucormycosis']
 DOID:10527,['name: Haemophilus influenzae pneumonia'],['name: obsolete Haemophilus influenzae pneumonia']
 DOID:1419,['name: residual schizophrenia subchronic state with acute exacerbation'],['name: obsolete residual schizophrenia subchronic state with acute exacerbation']
 DOID:3485,['name: Oxyurida infectious disease'],['name: obsolete Oxyurida infectious disease']
 DOID:7384,['name: localized resectable adult primary hepatoma'],['name: obsolete localized resectable adult primary hepatoma']
 DOID:8765,['name: Herpes simplex virus septicemia'],['name: obsolete Herpes simplex virus septicemia']
 DOID:0050550,['name: Majewski syndrome'],['name: obsolete Majewski syndrome']
 DOID:3296,['name: infectious ectromelia'],['name: obsolete infectious ectromelia']
 DOID:0050919,['is_a: DOID:4876 ! trachea carcinoma'],['is_a: DOID:11920 ! tracheal cancer']
 DOID:534,['name: persistent disorder of initiating or maintaining wakefulness'],['name: obsolete persistent disorder of initiating or maintaining wakefulness']
 DOID:1530,['name: male non-neoplastic reproductive system disease'],['name: obsolete male non-neoplastic reproductive system disease']
 DOID:5491,['name: pediatric synovial sarcoma'],['name: obsolete pediatric synovial sarcoma']
 DOID:0050359,['name: Bilophila wadsworthia necrotizing fasciitis'],['name: obsolete Bilophila wadsworthia necrotizing fasciitis']
 DOID:12863,['name: senile nevus'],['name: obsolete senile nevus']
 DOID:0050163,['name: influenza myocarditis'],['name: obsolete influenza myocarditis']
 DOID:11183,['name: Haemophilus influenzae septicemia'],['name: obsolete Haemophilus influenzae septicemia']
 DOID:0050478,['name: primary Escherichia coli infectious disease'],['name: obsolete primary Escherichia coli infectious disease']
 DOID:0060095,"['def: ""A female reproductive organ benign neoplasm that is located_in the uterus."" [url:https\\://en.wikipedia.org/wiki/Uterine_fibroid]']","['def: ""A female reproductive organ benign neoplasm that is located_in the uterus."" [url:https\\://en.wikipedia.org/wiki/Uterine_fibroid, url:https\\://www.ncbi.nlm.nih.gov/books/NBK9559/]']"
 DOID:3997,['name: urinary tract infiltrating transitional cell carcinoma'],['name: obsolete urinary tract infiltrating transitional cell carcinoma']
 DOID:4674,['is_a: DOID:1923 ! sex differentiation disease'],['is_a: DOID:1923 ! sex development disorder']
 DOID:0080282,"['name: infantile epileptic encephalopathy 56', 'is_a: DOID:2481 ! infantile epileptic encephalopathy']","['is_a: DOID:0050709 ! early infantile epileptic encephalopathy', 'name: early infantile epileptic encephalopathy 56', 'def: ""An early infantile epileptic encephalopathy characterized by early-onset seizures in most patients, intellectual disability, and variable behavioral abnormalities that has_material_basis_in heterozygous mutation in the YWHAG gene on chromosome 7q11."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/28777935]']"
 DOID:10764,['name: liver abscess and sequelae of chronic liver disease'],['name: obsolete liver abscess and sequelae of chronic liver disease']
 DOID:0050069,['name: Yersinia pestis infectious disease'],['name: obsolete Yersinia pestis infectious disease']
 DOID:0050110,['name: Trichophyton schoenleinii tinea capitis'],['name: obsolete Trichophyton schoenleinii tinea capitis']
 DOID:0050968, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by ataxia, sensorineal deafness, narcolepsy with cataplexy, and dementia, has_material_basis_in mutation in the DNMT1 gene."" [url:https\\://rarediseases.info.nih.gov/diseases/12372/autosomal-dominant-cerebellar-ataxia-deafness-and-narcolepsy]']"
 DOID:7608,"['is_a: DOID:657 ! adenoma', 'def: ""An adenoma that is located_in the parathyroid."" [url:https\\://en.wikipedia.org/wiki/Parathyroid_adenoma]', 'is_a: DOID:11201 ! parathyroid gland disease', 'is_a: DOID:0060089 ! endocrine organ benign neoplasm']","['def: ""A parathyroid gland benign neoplam that is located_in the parathyroid."" [url:https\\://en.wikipedia.org/wiki/Parathyroid_adenoma]', 'is_a: DOID:60008 ! parathyroid gland benign neoplasm']"
